DEPTH,CMSE_lateral,Shmin_lateral
8109,29540.94531,2011.258667
8110,29603.73242,2010.138794
8111,29723.44727,2008.515381
8112,29831.38867,2006.789429
8113,29927.49805,2005.290771
8114,29993.74805,2004.346191
8115,30043.47852,2003.292236
8116,30092.81055,2002.223022
8117,30105.52734,2000.919922
8118,30132.55664,1999.82019
8119,30156.20117,1999.135254
8120,30154.52734,1998.889404
8121,30186.25,1997.809448
8122,30270.00586,1996.794922
8123,30323.82813,1995.583618
8124,30357.57617,1993.861694
8125,30365.70703,1992.059326
8126,30414.4668,1990.758911
8127,30457.05859,1989.525513
8128,30461.42773,1989.04895
8129,30542.35547,1988.591553
8130,30668.41016,1988.071655
8131,30769.99805,1986.967285
8132,30834.6875,1986.591797
8133,30894.36914,1985.977783
8134,30905.125,1985.422974
8135,30855.20508,1984.738403
8136,30812.73438,1984.703735
8137,30778.50977,1985.122314
8138,30752.34961,1986.122925
8139,30741.25,1986.934692
8140,30819.49805,1986.863037
8141,30886.78516,1986.055542
8142,30849.09766,1986.818359
8143,30789.63867,1987.449829
8144,30723.50781,1987.256104
8145,30687.78125,1987.508545
8146,30639.60742,1988.498535
8147,30515.43164,1989.196167
8148,30448.07813,1989.03418
8149,30515.23047,1988.328491
8150,30554.13867,1992.348755
8151,30556.60156,1991.865234
8152,30512.77734,1991.818726
8153,30566.34375,1990.383789
8154,30638.25586,1989.243652
8155,30435.39063,1989.253662
8156,30232.52539,1989.26355
8157,30239.83203,1989.12085
8158,30247.13672,1988.978149
8159,30254.44336,1988.835449
8160,30285.54492,1987.448853
8161,30343.43164,1985.807617
8162,30372.6582,1984.27124
8163,30386.80469,1982.773926
8164,30806.81641,1976.351929
8165,30932.64453,1974.653076
8166,31069.15234,1973.542358
8167,31172.08594,1972.533325
8168,31307.32617,1971.17395
8169,31488.32422,1969.930298
8170,31665.01367,1968.832031
8171,31697.73047,1968.369995
8172,31721.57422,1968.136353
8173,31748.73438,1967.852539
8174,31754.32031,1967.257813
8175,31721.96094,1966.681274
8176,31697.25391,1967.005127
8177,31696.9082,1967.64502
8178,31674.16016,1968.613281
8179,31675.94922,1969.008545
8180,31725.2793,1968.194946
8181,31722.39648,1967.525391
8182,31636.45508,1967.069092
8183,31539.00195,1966.574829
8184,31493.63086,1965.975342
8185,31510.73047,1965.118164
8186,31489.28711,1969.33374
8187,31525.7168,1973.290405
8188,31629.28516,1975.266235
8189,31758.62695,1973.859863
8190,31899.05273,1973.05249
8191,31553.37305,1972.997192
8192,31174.38477,1973.312622
8193,30882.30664,1973.531616
8194,30849.68945,1973.748169
8195,30796.88086,1973.99707
8196,30702.66602,1972.653198
8197,30959.98828,1968.947388
8198,31301.45898,1967.742432
8199,31584.23828,1967.547729
8200,31628.33984,1967.60022
8201,31872.49023,1966.674683
8202,31911.5293,1967.700195
8203,31740.74023,1967.924683
8204,31531.24609,1967.555054
8205,31529.87695,1966.660156
8206,31586.29883,1967.055176
8207,31307.70117,1969.714966
8208,31227.95703,1970.106201
8209,31470.05859,1967.629639
8210,31778.53906,1968.893066
8211,31757.55664,1973.679077
8212,31643.15234,1976.125
8213,31665.74805,1974.931519
8214,31682.89063,1973.806152
8215,31325.79883,1973.39917
8216,30831.63672,1973.774536
8217,30688.92773,1973.212524
8218,30721.71484,1972.693481
8219,30782.81836,1969.956665
8220,30847.80469,1969.571655
8221,31209.45117,1965.644653
8222,31642.18945,1960.180786
8223,31832.0332,1958.936035
8224,32053.14258,1958.017822
8225,32058.72266,1958.713135
8226,32059.13086,1959.649048
8227,32148.33398,1958.939819
8228,32141.55469,1959.390259
8229,32248.39258,1959.22876
8230,32046.30469,1960.411377
8231,32011.06445,1960.500244
8232,32098.69922,1959.44458
8233,31986.03906,1958.128784
8234,31999.39453,1955.557617
8235,31945.46875,1954.403564
8236,31896.49219,1952.452148
8237,31974.73828,1950.798828
8238,32042.30469,1950.477417
8239,32265.61328,1949.244385
8240,32481.5957,1950.466187
8241,32596.45703,1952.380615
8242,32780.79297,1949.71521
8243,32883.16406,1948.738281
8244,32827.21094,1948.241943
8245,32557.05859,1949.812622
8246,32250.39258,1951.605713
8247,32252.47461,1951.996704
8248,32237.72461,1952.112793
8249,32270.9707,1952.310059
8250,32197.3457,1951.947266
8251,32305.12109,1949.58374
8252,32515.32227,1946.596069
8253,32454.68359,1947.117065
8254,32445.51758,1947.189697
8255,32369.11523,1948.622192
8256,32435.19336,1947.904419
8257,32561.04688,1947.225464
8258,32580.37695,1947.344849
8259,32594.96289,1947.78479
8260,32565.80078,1949.541138
8261,32578.55469,1950.877197
8262,32591.02734,1950.246948
8263,32549.70898,1950.503418
8264,32477.67188,1950.537109
8265,32289.11133,1950.492432
8266,32173.65625,1949.20752
8267,32185.40039,1948.263306
8268,32187.11719,1947.180908
8269,32191.83398,1946.875244
8270,32245.61328,1948.041626
8271,32481.37109,1947.468262
8272,32712.58984,1947.684448
8273,32797.83984,1949.267822
8274,32840.83203,1949.430176
8275,32774.29297,1949.502441
8276,32707.75586,1949.574707
8277,32604.38281,1949.216675
8278,32391.86914,1949.710327
8279,32192.92578,1950.079346
8280,32069.91016,1951.244263
8281,32004.42578,1952.189331
8282,32149.58984,1951.499634
8283,32258.82813,1949.070679
8284,32442.10156,1948.230957
8285,32543.15234,1948.114136
8286,32516.07031,1947.80481
8287,32463.66797,1947.619019
8288,32553.95898,1947.861328
8289,32473.23438,1947.816772
8290,32342.29883,1948.027466
8291,32371.31055,1947.360107
8292,32428.29492,1946.268799
8293,32525.64453,1944.938843
8294,32459.33789,1946.084229
8295,32557.81445,1944.328491
8296,32699.55078,1942.323242
8297,32730.62109,1942.3396
8298,32754.10156,1942.33728
8299,32735.88867,1941.484497
8300,32782.31641,1940.72937
8301,32846.59375,1939.598755
8302,32833.29688,1938.542603
8303,32814.16797,1937.216431
8304,32886.64844,1936.512573
8305,32993.42578,1935.824829
8306,33050.4375,1935.114136
8307,33106.44531,1934.87854
8308,33235.32422,1933.703613
8309,33309.72266,1933.117188
8310,33278.78906,1933.717896
8311,33321.13281,1934.494263
8312,33298.73438,1935.609131
8313,33296.60547,1938.894897
8314,33217.91406,1942.370361
8315,33166.39453,1945.263062
8316,33123.87109,1946.448975
8317,33001.83984,1951.036743
8318,32720.0957,1953.249512
8319,32401.74805,1955.886353
8320,32118.0625,1959.696777
8321,31975.08008,1963.208252
8322,31626.43164,1966.709229
8323,31445.44336,1966.293579
8324,31441.29688,1965.37146
8325,31300.86523,1964.983765
8326,31192.97461,1966.753418
8327,30968.25391,1965.945801
8328,31297.36914,1962.611816
8329,31345.83594,1961.148804
8330,31362.36328,1963.862549
8331,31326.01758,1970.323975
8332,31630.5293,1978.268066
8333,31969.40625,1985.657715
8334,32005.63281,1996.593628
8335,31784.11133,2003.984253
8336,31120.68359,2011.977661
8337,30505.40039,2018.062012
8338,30316.27148,2020.207886
8339,30127.14453,2022.353882
8340,29938.01563,2024.499756
8341,29748.88867,2026.645752
8342,29559.75977,2028.791626
8343,29501.86914,2029.45813
8344,29443.97656,2030.124634
8345,29386.08594,2030.79126
8346,29328.19531,2031.457764
8347,29270.30273,2032.124268
8348,29212.41211,2032.790771
8349,29154.52148,2033.457275
8350,29096.62891,2034.123779
8351,29038.73828,2034.790405
8352,28980.8457,2035.456909
8353,28922.95508,2036.123413
8354,28865.06445,2036.789917
8355,28807.17188,2037.456421
8356,28749.28125,2038.122925
8357,28691.39063,2038.789551
8358,28633.49805,2039.456055
8359,28575.60742,2040.122559
8360,27686.91406,2052.168701
8361,27031.54102,2060.090576
8362,26803.92188,2062.018311
8363,26691.3457,2061.980713
8364,26554.71484,2062.201904
8365,26420.77344,2062.707764
8366,26170.29297,2065.5896
8367,26079.44141,2067.589844
8368,26087.03125,2069.108398
8369,26148.25,2069.80957
8370,26236.625,2070.381348
8371,26314.57227,2070.770264
8372,26379.20117,2071.412354
8373,26440.05078,2072.27124
8374,26498.92773,2073.638916
8375,26520.86133,2075.611816
8376,26500.25391,2077.854492
8377,26452.94336,2079.761963
8378,26402.73633,2080.616455
8379,26333.19922,2081.526855
8380,26194.38867,2083.104492
8381,26064.22656,2084.406982
8382,25951.5332,2085.61377
8383,25945.67969,2085.994873
8384,25949.17578,2086.23584
8385,25931.75391,2086.551758
8386,25946.50391,2086.533691
8387,25960.36133,2086.112793
8388,26004.25,2085.84668
8389,25997.71094,2086.553467
8390,25981.77734,2087.200928
8391,25984.5957,2089.034668
8392,26013.82813,2092.537598
8393,26041.79297,2097.336182
8394,26030.16797,2102.416748
8395,26013.72461,2105.397461
8396,25883.39258,2105.324707
8397,25616.15039,2105.111816
8398,25302.02734,2105.530762
8399,24976.07227,2104.854248
8400,24734.09375,2103.981445
8401,24722.64453,2103.815918
8402,24711.19727,2103.650146
8403,24813.79102,2101.846191
8404,25042.09375,2098.041016
8405,25384.66992,2092.96582
8406,25778.75586,2087.780762
8407,26093.25391,2084.344238
8408,26202.38477,2083.620605
8409,26331.56836,2082.856201
8410,26456.18945,2081.670654
8411,26488.82422,2081.401367
8412,26512.27344,2081.503662
8413,26550.68555,2081.538086
8414,26579.93555,2081.001465
8415,26594.60938,2080.461914
8416,26626.30664,2079.900391
8417,26628.98438,2079.778076
8418,26581.24609,2079.956787
8419,26564.02539,2080.718994
8420,26555.05664,2081.624268
8421,26517.76758,2082.644043
8422,26453.32031,2083.614014
8423,26420.0918,2083.489502
8424,26386.90625,2082.445068
8425,26315.46484,2081.604004
8426,26223.70898,2081.261719
8427,26150.21875,2081.179688
8428,26163.96484,2081.147949
8429,26215.24414,2081.310059
8430,26323.63281,2080.721924
8431,26421.47656,2080.263184
8432,26491.15234,2079.918945
8433,26537.03711,2079.282227
8434,26524.33594,2079.762207
8435,26499.68945,2080.765869
8436,26434.13281,2082.738037
8437,26365.30469,2084.55835
8438,26346.56445,2085.271729
8439,26317.11133,2084.892578
8440,26287.73633,2084.214844
8441,26176.39453,2084.081787
8442,26073.49219,2083.795166
8443,26036.29883,2083.546143
8444,26036.53516,2083.66748
8445,26088.39844,2083.206055
8446,26130.42578,2081.892334
8447,26228.13086,2080.957764
8448,26329.44141,2080.054199
8449,26385.46484,2078.311523
8450,26404.87695,2077.125977
8451,26474.64063,2076.639893
8452,26473.24023,2074.369629
8453,26456.8125,2076.216064
8454,26559.7832,2079.421631
8455,26673.2832,2082.883057
8456,26732.66602,2085.489258
8457,26858.50977,2084.238281
8458,26737.19141,2081.848633
8459,26503.61914,2079.674805
8460,26124.58984,2079.025635
8461,25796.28125,2078.734131
8462,25828.2207,2078.211914
8463,25860.16016,2077.689941
8464,25798.80469,2077.582275
8465,26028.49805,2073.276367
8466,26390.5332,2067.27002
8467,26795.13086,2060.720703
8468,27188.70508,2054.781494
8469,27307.08984,2053.361816
8470,27433.39453,2051.828857
8471,27611.94141,2050.135986
8472,27798.55859,2048.604492
8473,28001.60742,2046.562622
8474,28152.08984,2044.69043
8475,28242.98633,2043.380249
8476,28307.39063,2041.941895
8477,28341.79688,2040.686279
8478,28383.54297,2039.728516
8479,28401.21094,2039.071167
8480,28419.44727,2038.78064
8481,28427.50586,2038.567139
8482,28444.43555,2038.169067
8483,28474.03906,2037.224854
8484,28491.37891,2035.933594
8485,28480.48633,2034.916016
8486,28475.05859,2034.156982
8487,28457.51367,2033.622803
8488,28467.60938,2033.098267
8489,28534.61133,2032.600464
8490,28577.04102,2031.900391
8491,28630.07227,2030.535889
8492,28674.88672,2029.505127
8493,28722.04492,2028.976929
8494,28741.71094,2028.312378
8495,28737.88672,2027.877319
8496,28776.89063,2027.313843
8497,28809.95898,2026.886963
8498,28802.91016,2026.515381
8499,28829.58789,2025.934448
8500,28893.43555,2024.774902
8501,28928.6582,2023.716919
8502,28910.89258,2023.358154
8503,28903.23438,2022.353638
8504,28953.30078,2020.946045
8505,29012.44141,2020.762329
8506,29057.14258,2021.297974
8507,29075.30664,2021.412354
8508,29153.83984,2021.231323
8509,29239.12891,2021.453125
8510,29246.47461,2022.073608
8511,29182.69922,2022.902222
8512,29126.22852,2023.959351
8513,29092.09375,2024.912476
8514,28977.91602,2029.249756
8515,28843.86719,2034.951904
8516,28788.71484,2040.916504
8517,28758.07617,2046.616455
8518,28683.09961,2051.7229
8519,28364.17383,2052.865479
8520,27961,2052.769775
8521,27486.06055,2052.487061
8522,26974.75,2053.022217
8523,26524.18945,2057.828613
8524,26460.67773,2060.786621
8525,26397.16602,2063.744385
8526,26573.52734,2066.743164
8527,26893.52148,2064.997314
8528,27293.5293,2060.339844
8529,27398.78906,2054.862549
8530,27363.41211,2051.0354
8531,27032.62305,2051.146484
8532,26898.23828,2051.840332
8533,26885.57031,2051.828369
8534,26936.2832,2051.538086
8535,27231.64453,2046.946533
8536,27620.39844,2040.583008
8537,28043.63477,2035.032349
8538,28312.50586,2032.463867
8539,28449.13672,2030.952393
8540,28552.375,2029.614502
8541,28755.98828,2027.701172
8542,28867.09766,2026.292236
8543,28941.84766,2024.973145
8544,28983.54297,2023.824219
8545,29070.75195,2019.009399
8546,29140.52344,2012.472412
8547,29137.79297,2011.868408
8548,29214.90625,2010.600952
8549,29328.52734,2008.745972
8550,29672.74023,2008.294556
8551,29995.94727,2008.224609
8552,29997.87305,2007.629517
8553,30021.53711,2006.15686
8554,30112.93359,2004.632813
8555,30107.61133,2003.694092
8556,29826.27539,2006.609985
8557,29531.71484,2011.405884
8558,29568.61719,2010.534668
8559,29632.2168,2009.019653
8560,29622.64844,2007.938477
8561,29622.80078,2006.449829
8562,29608.85547,2005.585693
8563,29616.04297,2005.68457
8564,29649.99805,2006.308228
8565,29707.66797,2007.366699
8566,29754.55664,2007.644287
8567,29808.26758,2007.357056
8568,29817.52148,2006.940918
8569,29781.16406,2006.504395
8570,29683.10156,2006.779053
8571,29610.74805,2008.54834
8572,29560.59766,2010.054688
8573,29542.99609,2013.446777
8574,29584.38672,2018.546265
8575,29613.33984,2023.800659
8576,29580.99414,2025.595825
8577,29501.26953,2026.50647
8578,29223.8457,2027.417603
8579,28753.80273,2027.765747
8580,28489.01563,2027.904541
8581,28224.22852,2028.043457
8582,28185.69141,2028.147949
8583,28147.1543,2028.252319
8584,28108.61719,2028.356812
8585,28070.08203,2028.461304
8586,28031.54492,2028.565796
8587,27993.00781,2028.670166
8588,27954.4707,2028.774658
8589,27892.43164,2028.37085
8590,27830.12891,2027.646851
8591,28008.27148,2024.519287
8592,28424.23242,2019.397217
8593,28856.3457,2014.130249
8594,29091.25977,2011.652954
8595,29257.18945,2010.513062
8596,29434.5625,2009.447998
8597,29549.30859,2006.162598
8598,29602.82227,2007.40918
8599,29695.19141,2003.46875
8600,29766.79688,1999.60144
8601,29794.58203,2002.266357
8602,30037.64648,2005.636353
8603,29947.52148,2006.164795
8604,30249.49805,2003.655029
8605,30544.95898,2007.187622
8606,30308.7832,2011.630371
8607,30007.25586,2014.260254
8608,29680.87695,2017.140869
8609,29925.03125,2016.395264
8610,29324.99609,2020.199463
8611,28627.75391,2024.369263
8612,28558.10156,2022.216187
8613,28768.73438,2020.615723
8614,28746.21094,2021.633789
8615,28491.49609,2023.946899
8616,28667.44531,2020.676514
8617,28971.22461,2015.496216
8618,29079.88867,2011.717896
8619,28974.62695,2012.713135
8620,29027.05664,2012.961548
8621,29087.2168,2010.311035
8622,29286.44727,2007.437622
8623,29485.82813,2008.470581
8624,29581.84961,2010.5979
8625,29694.50977,2012.313721
8626,29921.57422,2008.167603
8627,30145.17969,2005.809326
8628,29954.98633,2007.763794
8629,29527.16992,2011.891235
8630,29292.7793,2010.909546
8631,29655.11133,2012.656372
8632,29617.5332,2010.537598
8633,29315.90039,2006.896484
8634,29169.19336,2001.095703
8635,29471.54883,1995.504639
8636,29566.4668,1991.356689
8637,29619.90625,1998.271362
8638,29828.05273,2005.560181
8639,30276.73047,2009.828369
8640,30695.85742,2011.992065
8641,30796.67383,2012.872437
8642,30779.39258,2010.764893
8643,30014.79883,2014.973877
8644,29210.04297,2020.877441
8645,28418.98438,2025.192383
8646,28112.79688,2026.473267
8647,27887.13867,2028.151245
8648,27982.31445,2028.467285
8649,28243.98633,2025.983643
8650,28581.28516,2021.341064
8651,29027.22461,2017.343384
8652,29103.76758,2016.737671
8653,28988.43945,2016.741943
8654,28897.50195,2017.084595
8655,28972.14063,2017.231445
8656,28978.57227,2015.955566
8657,28946.21094,2016.039795
8658,28964.74805,2015.706787
8659,29170.38867,2013.243408
8660,29353.91797,2011.00061
8661,29504.56836,2009.795166
8662,29626.69531,2008.897461
8663,29623.70703,2008.074829
8664,29627.36133,2007.272949
8665,29636.44727,2006.480103
8666,29722.33203,2006.204956
8667,29637.29883,2006.652832
8668,29662.10352,2009.152344
8669,29736.54688,2010.304321
8670,29834.35742,2008.01416
8671,29872.00586,2008.969604
8672,29879.93359,2011.058838
8673,29693.12305,2010.922974
8674,29480.49805,2011.549072
8675,29550.25195,2011.304932
8676,29357.47461,2012.893433
8677,29198.51563,2014.004272
8678,29122.83008,2012.128052
8679,29274.72461,2008.795776
8680,29468.38281,2009.192871
8681,29265.54102,2014.179565
8682,29293.92969,2014.812134
8683,29647.88672,2015.451904
8684,29770.39844,2015.157715
8685,29617.19922,2017.029663
8686,29273.41992,2021.73877
8687,29168.48633,2024.87146
8688,29078.61328,2024.967529
8689,28895.16211,2026.460938
8690,28605.4082,2030.081909
8691,28398.5918,2031.081299
8692,28296.93945,2030.224487
8693,28334.73242,2024.525024
8694,28573.01953,2017.448975
8695,28327.76563,2015.901489
8696,28212.00195,2013.623535
8697,28334.31055,2010.19873
8698,28997.24023,2011.157593
8699,29471.55469,2015.565674
8700,29620.82813,2022.630737
8701,29921.80273,2026.200439
8702,30221.83008,2025.47937
8703,30110.27539,2022.583374
8704,29419.87305,2026.002686
8705,28600.74023,2030.160645
8706,27875.63477,2031.494019
8707,27513.20313,2029.55542
8708,27413.09375,2033.055786
8709,27657.77734,2032.371338
8710,28044.17188,2026.836304
8711,28548.31055,2022.515503
8712,29289.88867,2018.118286
8713,29299.38672,2013.354614
8714,29092.41797,2014.402832
8715,29248.66992,2014.601563
8716,29177.41016,2011.282227
8717,29049.06055,2014.722656
8718,29022.29883,2020.240112
8719,29196.65039,2015.470581
8720,29475.41992,2012.744629
8721,29792.875,2014.635864
8722,29693.31641,2011.558228
8723,29589.40625,2010.352295
8724,29521.44336,2014.046265
8725,29503.41211,2008.326294
8726,29359.89063,2006.586548
8727,29123.10742,2014.390625
8728,29264.80469,2015.518311
8729,29346.30078,2016.435791
8730,29098.87695,2018.378418
8731,29312.22461,2020.349121
8732,29128.10156,2021.419189
8733,28669.125,2020.533081
8734,28350.89844,2020.954468
8735,28324.56055,2020.377808
8736,28085.86328,2026.115845
8737,27648.57422,2026.991089
8738,28069.52344,2025.768921
8739,28260.48633,2025.909302
8740,28506.03516,2025.414795
8741,28557.54492,2027.750977
8742,28974.07227,2022.946289
8743,29119.81836,2020.031982
8744,28734.51563,2024.115356
8745,28591.22266,2027.59082
8746,28419.65234,2031.168457
8747,28606.18945,2032.141479
8748,28515.82031,2030.357788
8749,28511.53516,2031.025757
8750,28432.57813,2031.171021
8751,28334.17578,2031.510132
8752,28471.76758,2023.487061
8753,28608.13867,2019.72583
8754,28384.01563,2018.109863
8755,28219.16992,2015.722412
8756,28263.74219,2010.855347
8757,28314.48633,2005.390015
8758,28145.40625,2008.560059
8759,27975.91992,2017.838013
8760,28192.52148,2021.549194
8761,28517.12695,2023.840454
8762,28873.55664,2023.310303
8763,28726.46289,2030.289185
8764,28425.5293,2038.201538
8765,27743.93555,2042.892578
8766,27151.04492,2046.533936
8767,26773.01953,2050.027344
8768,26577.86328,2052.01123
8769,26382.70898,2053.994873
8770,26442.01758,2051.692871
8771,26660.42773,2048.104004
8772,26934.16602,2043.707397
8773,27263.67188,2038.891724
8774,27410.95703,2037.169189
8775,27551.39648,2037.443481
8776,27701.57813,2037.12439
8777,27894.55664,2036.252808
8778,28110.86523,2035.404419
8779,28287.58203,2034.672607
8780,28334.89648,2034.263428
8781,28360.21484,2033.706787
8782,28447.3457,2032.205688
8783,28500.08984,2031.655396
8784,28485.6543,2032.301758
8785,28431.99023,2033.214111
8786,28473.92578,2033.037109
8787,28542.02734,2032.323975
8788,28563.11133,2031.119019
8789,28542.00195,2030.661255
8790,28504.8125,2030.560669
8791,28491.77344,2029.676025
8792,28515.33008,2028.711914
8793,28563.30078,2027.519531
8794,28588.33398,2026.231323
8795,28614.90625,2023.432617
8796,28694.50391,2019.177124
8797,28803.25,2016.389038
8798,28923.45898,2014.338379
8799,28971.00586,2012.97168
8800,29168.26367,2011.184204
8801,29507.27344,2007.667358
8802,29689.25,2002.698853
8803,29836.7168,1997.686157
8804,29933.54492,1996.525757
8805,30032.74219,1995.640381
8806,30154.85742,1995.287231
8807,30320.75391,1996.4375
8808,30622.55469,1996.725708
8809,30665.75781,1997.262207
8810,30658.67969,1997.797729
8811,30714.2168,1998.055664
8812,30634.63867,2000.488403
8813,30338.78125,2004.887695
8814,29962.78516,2009.515015
8815,29827.71875,2011.023071
8816,29736.12305,2012.307739
8817,29523.55664,2014.250244
8818,29314.07227,2015.934082
8819,29168.11914,2017.083862
8820,29075.36523,2023.749146
8821,28983.75586,2031.467163
8822,28889.46484,2039.483398
8823,28870.31836,2042.086304
8824,28857.57227,2044.007202
8825,28344.52539,2046.130005
8826,27736.51172,2047.658569
8827,27120.36914,2049.455566
8828,26871.25195,2051.321777
8829,26660.90039,2052.808838
8830,26436.00781,2053.778076
8831,26730.68555,2048.91333
8832,27110.08008,2042.949585
8833,27556.17969,2037.192139
8834,27719.01367,2035.925293
8835,27891.16602,2035.330688
8836,28081.69531,2034.439453
8837,28251.54883,2033.887329
8838,28401.12695,2032.78125
8839,28523.89063,2028.092773
8840,28570.61133,2029.145386
8841,28582.60742,2030.454224
8842,28602.04492,2029.90979
8843,28614.4707,2029.437866
8844,28951.47656,2028.802612
8845,28853.0918,2028.687134
8846,28758.51563,2028.269653
8847,28768.63672,2028.183105
8848,28778.75977,2028.096436
8849,28793.81055,2027.227051
8850,28794.54297,2026.806396
8851,28475.98633,2030.004883
8852,28584.45508,2028.287354
8853,28688.41602,2026.384521
8854,28734.92578,2025.78894
8855,28742.28906,2025.046631
8856,28754.35352,2023.747681
8857,28778.72461,2022.286011
8858,28829.56641,2021.525879
8859,28900.86719,2020.455322
8860,28915.14258,2020.569214
8861,28996.71094,2020.326904
8862,29075.54688,2019.709106
8863,29139.69141,2018.824829
8864,29204.95313,2018.341064
8865,29215.93359,2018.084717
8866,29201.99219,2018.21228
8867,29177.69141,2018.197754
8868,29152.67773,2015.43335
8869,29150.10547,2015.064941
8870,29128.93945,2014.85498
8871,29117.73242,2014.200195
8872,29156.36328,2013.750488
8873,29393.46875,2013.059204
8874,29418.72461,2012.596558
8875,29464.50391,2011.990112
8876,29513.05469,2011.166382
8877,29558.24609,2010.869995
8878,29604.44336,2011.000488
8879,29404.86328,2012.792114
8880,29419.17383,2013.133789
8881,29449.14258,2015.073242
8882,29407.93164,2014.390747
8883,29393.56445,2013.827881
8884,29409.9043,2015.796753
8885,29348.7207,2019.5177
8886,29170.49609,2024.10083
8887,29185.15039,2028.307739
8888,29225.71875,2028.834961
8889,29094.24023,2029.791138
8890,28709.39258,2031.622803
8891,28347.02148,2031.756348
8892,28159.39258,2030.173096
8893,27998.45703,2031.546387
8894,27834.83789,2032.611694
8895,27833.02344,2031.947632
8896,28044.13086,2029.389282
8897,28373.19922,2025.814453
8898,28658.0918,2022.504272
8899,28717.61914,2022.01123
8900,28798.67188,2020.518921
8901,28873.17383,2018.490479
8902,28930.0332,2017.027954
8903,28979.96289,2015.489624
8904,29029.64648,2014.373901
8905,29117.8457,2014.00647
8906,29273.38867,2012.995972
8907,29428.30859,2011.476685
8908,29597.52539,2009.859131
8909,29691.41406,2008.519165
8910,29715.25,2006.654907
8911,29709.04883,2006.302612
8912,29673.79883,2006.159424
8913,29672.65625,2003.739136
8914,29648.13086,1999.373047
8915,29717.31055,1999.582886
8916,29782.14648,1999.585205
8917,29853.52734,1999.518555
8918,30082.23047,1998.658691
8919,30489.35352,1998.097046
8920,30464.26953,1997.824585
8921,30336.36719,1998.236816
8922,30303.9043,1997.224243
8923,30326.1543,1996.782471
8924,30172.48242,1998.864136
8925,29795.03125,2003.472168
8926,29805.60938,2003.077148
8927,29923.62109,2001.244995
8928,30007.14453,1999.901367
8929,29965.67773,1999.474487
8930,29902.21875,1998.940308
8931,29857.66406,1998.529053
8932,29911.00586,1998.229248
8933,29902.25586,1998.494751
8934,29914.25,1998.609985
8935,29974.03125,1998.073608
8936,30035.86719,1997.508789
8937,30094.44922,1996.92395
8938,30096.44727,1997.87207
8939,30105.01563,1998.789673
8940,30120.0332,1999.743164
8941,30100.2168,1998.834351
8942,30077.27344,1998.273438
8943,29996.8457,2004.971802
8944,29903.07227,2011.554932
8945,29820.66992,2015.161621
8946,29889.95117,2016.910767
8947,29934.19531,2018.504517
8948,29374.49609,2019.484009
8949,28874.25195,2020.236084
8950,28612.02344,2021.256348
8951,28504.36523,2022.763916
8952,28218.58789,2025.930542
8953,27997.22656,2028.032959
8954,28342.06055,2023.217285
8955,28698.54492,2018.091064
8956,28830.07813,2015.280762
8957,28848.4375,2013.401367
8958,28930.26367,2011.021729
8959,28959.50586,2009.837158
8960,29072.05273,2008.770752
8961,29223.9707,2007.262451
8962,29465.48047,2005.399658
8963,29704.44141,2003.891724
8964,29836.10938,2001.987061
8965,29956.43555,1999.983276
8966,30067.69141,1998.582397
8967,30140.25977,1997.661743
8968,30119.85352,1997.985229
8969,30118.07422,1998.882568
8970,30121.60742,1998.671265
8971,30154.71094,1997.348389
8972,30182.45117,1995.80835
8973,30191.39063,1994.307373
8974,30185.75586,1993.130737
8975,30146.17188,1993.251953
8976,30192.40625,1992.908569
8977,30283.29688,1991.74707
8978,30363.56836,1991.126587
8979,30433.92383,1990.255981
8980,30481.10547,1989.041504
8981,30498.94727,1988.747681
8982,30539.88281,1988.8396
8983,30519.78906,1988.8479
8984,30504.40625,1988.929688
8985,30522.51953,1989.222656
8986,30523.55078,1989.070923
8987,30529.36328,1988.823242
8988,30511.96094,1988.676392
8989,30518.98438,1988.29187
8990,30479.68359,1987.863159
8991,30428.91797,1987.358032
8992,30432.22656,1986.531738
8993,30478.93555,1986.572632
8994,30480.08398,1987.404175
8995,30501.69727,1988.21814
8996,30586.06641,1987.918091
8997,30654.63477,1987.920166
8998,30658.72656,1988.491211
8999,30581.36133,1989.513794
9000,30503.52148,1989.890381
9001,30463.49219,1989.829468
9002,30372.64063,1990.035645
9003,30249.04102,1990.009888
9004,30193.33984,1989.229858
9005,30210.72461,1998.078003
9006,30290.33008,2001.664551
9007,30325.67383,2001.985107
9008,30391.72266,2001.962158
9009,30511.51563,2001.585327
9010,30634.93945,2002.51355
9011,30352.1875,2003.779541
9012,30343.76953,2004.555054
9013,30335.35156,2005.330566
9014,30317.44727,2006.468628
9015,30284.21484,2007.611572
9016,30145.55469,2009.227783
9017,30004.95117,2000.704224
9018,30247.53516,1996.944702
9019,30230.94531,1996.47876
9020,30210.57422,1996.223511
9021,30165.63086,1996.193726
9022,30230.43945,1994.914673
9023,30302.63086,1993.968018
9024,30397.34766,1993.146729
9025,30424.79492,1992.611694
9026,30421.86133,1992.538086
9027,30465.67188,1991.788208
9028,30486.30664,1990.740845
9029,30506.67578,1989.926636
9030,30493.12891,1989.268188
9031,30442.03516,1988.817139
9032,30432.75195,1987.802612
9033,30442.74805,1987.306763
9034,30485.77148,1987.153564
9035,30552.59961,1986.883667
9036,30583.38086,1985.87146
9037,30676.56055,1984.494019
9038,30726.40625,1982.351318
9039,30708.17383,1982.065552
9040,30695.16016,1982.574829
